Year,LEA,LEA Name,School,School Name,Grade Span,Summary Group Title,Indicator Name,Measure Name,Subject Title,Measure Possible Points,Measure Earned Points,Measure Result,Create Date
2022,16,Prince George's,1351,Chesapeake Math and IT South Public Charter,H,All Students,School Quality and Student Success,Access to Well Rounded Curriculum,Not Applicable,10,5.58441558,55.8,20230303
2022,16,Prince George's,1351,Chesapeake Math and IT South Public Charter,H,All Students,Readiness for Post-Secondary Success,Credit for Well Rounded Curriculum,Not Applicable,5,4.5,93.5,20230303
2022,16,Prince George's,1351,Chesapeake Math and IT South Public Charter,H,All Students,Readiness for Post-Secondary Success,On Track in Ninth Grade for Graduation,Not Applicable,5,4.47058824,89.4,20230303
2022,16,Prince George's,1352,International High school @ Largo,H,All Students,Academic Achievement,Percent Proficient,Mathematics,7.5,0,<= 5.0,20230303
2022,16,Prince George's,1352,International High school @ Largo,H,All Students,Academic Achievement,Percent Proficient,English/Language Arts,7.5,0.63380282,8.5,20230303
2022,16,Prince George's,1352,International High school @ Largo,H,All Students,Academic Achievement,Average Performance Level,Mathematics,7.5,3.72321429,2,20230303
2022,16,Prince George's,1352,International High school @ Largo,H,All Students,Academic Achievement,Average Performance Level,English/Language Arts,7.5,3.9084507,2.1,20230303
2022,16,Prince George's,1352,International High school @ Largo,H,All Students,Graduation Rate,Four-year Adjusted Cohort Graduation Rate,Not Applicable,10,8.1372549,81.4,20230303
2022,16,Prince George's,1352,International High school @ Largo,H,All Students,Graduation Rate,Five-year Adjusted Cohort Graduation Rate,Not Applicable,5,4.12621359,82.5,20230303
2022,16,Prince George's,1352,International High school @ Largo,H,All Students,Progress in Achieving English Language Proficiency,English Learners Making Progress Towards Learning English,Not Applicable,10,5.53797468,55.4,20230303
2022,16,Prince George's,1352,International High school @ Largo,H,All Students,School Quality and Student Success,Students not Chronically Absent,Not Applicable,15,8,68.3,20230303
2022,16,Prince George's,1352,International High school @ Largo,H,All Students,School Quality and Student Success,School Survey - Student,Not Applicable,7,3.82523754,5.5,20230303
2022,16,Prince George's,1352,International High school @ Largo,H,All Students,School Quality and Student Success,School Survey - Educator,Not Applicable,3,1.89945167,6.3,20230303
2022,16,Prince George's,1352,International High school @ Largo,H,All Students,School Quality and Student Success,Access to Well Rounded Curriculum,Not Applicable,10,4.26666667,42.7,20230303
2022,16,Prince George's,1352,International High school @ Largo,H,All Students,Readiness for Post-Secondary Success,Credit for Well Rounded Curriculum,Not Applicable,5,2,66.7,20230303
2022,16,Prince George's,1352,International High school @ Largo,H,All Students,Readiness for Post-Secondary Success,On Track in Ninth Grade for Graduation,Not Applicable,5,4.05405405,81.1,20230303
2022,16,Prince George's,1408,Glenn Dale Elementary,E,All Students,Academic Achievement,Percent Proficient,Mathematics,5,0.57835821,11.6,20230303
2022,16,Prince George's,1408,Glenn Dale Elementary,E,All Students,Academic Achievement,Percent Proficient,English/Language Arts,5,1.56015038,31.2,20230303
2022,16,Prince George's,1408,Glenn Dale Elementary,E,All Students,Academic Achievement,Average Performance Level,Mathematics,5,2.17817164,1.7,20230303
2022,16,Prince George's,1408,Glenn Dale Elementary,E,All Students,Academic Achievement,Average Performance Level,English/Language Arts,5,2.71146617,2.2,20230303
2022,16,Prince George's,1408,Glenn Dale Elementary,E,All Students,Academic Progress,Percent Proficient,Science,5,0.80808081,16.2,20230303
2022,16,Prince George's,1408,Glenn Dale Elementary,E,All Students,Academic Progress,Student Growth,Mathematics,12.5,3.898,25.2,20230303
2022,16,Prince George's,1408,Glenn Dale Elementary,E,All Students,Academic Progress,Student Growth,English/Language Arts,12.5,5.6345,40.3,20230303
2022,16,Prince George's,1408,Glenn Dale Elementary,E,All Students,Academic Progress,Credit for Well Rounded Curriculum,Not Applicable,5,5,100,20230303
2022,16,Prince George's,1408,Glenn Dale Elementary,E,All Students,Progress in Achieving English Language Proficiency,English Learners Making Progress Towards Learning English,Not Applicable,10,6.62921348,66.3,20230303
2022,16,Prince George's,1408,Glenn Dale Elementary,E,All Students,School Quality and Student Success,Students not Chronically Absent,Not Applicable,15,11,78.6,20230303
2022,16,Prince George's,1408,Glenn Dale Elementary,E,All Students,School Quality and Student Success,School Survey - Student,Not Applicable,7,3.29054854,4.7,20230303
2022,16,Prince George's,1408,Glenn Dale Elementary,E,All Students,School Quality and Student Success,School Survey - Educator,Not Applicable,3,1.63615764,5.5,20230303
2022,16,Prince George's,1408,Glenn Dale Elementary,E,All Students,School Quality and Student Success,Access to Well Rounded Curriculum,Not Applicable,10,10,100,20230303
2022,16,Prince George's,1409,Duval High,H,All Students,Academic Achievement,Percent Proficient,Mathematics,7.5,1.28424658,17.1,20230303
2022,16,Prince George's,1409,Duval High,H,All Students,Academic Achievement,Percent Proficient,English/Language Arts,7.5,3.69140625,49.2,20230303
2022,16,Prince George's,1409,Duval High,H,All Students,Academic Achievement,Average Performance Level,Mathematics,7.5,2.99342105,1.6,20230303
2022,16,Prince George's,1409,Duval High,H,All Students,Academic Achievement,Average Performance Level,English/Language Arts,7.5,4.75585937,2.5,20230303
2022,16,Prince George's,1409,Duval High,H,All Students,Graduation Rate,Four-year Adjusted Cohort Graduation Rate,Not Applicable,10,7.74131274,77.4,20230303
2022,16,Prince George's,1409,Duval High,H,All Students,Graduation Rate,Five-year Adjusted Cohort Graduation Rate,Not Applicable,5,4.03921569,80.8,20230303
2022,16,Prince George's,1409,Duval High,H,All Students,Progress in Achieving English Language Proficiency,English Learners Making Progress Towards Learning English,Not Applicable,10,3.05147059,30.5,20230303
2022,16,Prince George's,1409,Duval High,H,All Students,School Quality and Student Success,Students not Chronically Absent,Not Applicable,15,7,64,20230303
2022,16,Prince George's,1409,Duval High,H,All Students,School Quality and Student Success,School Survey - Student,Not Applicable,7,2.13060171,3,20230303
2022,16,Prince George's,1409,Duval High,H,All Students,School Quality and Student Success,School Survey - Educator,Not Applicable,3,1.53026067,5.1,20230303
2022,16,Prince George's,1409,Duval High,H,All Students,School Quality and Student Success,Access to Well Rounded Curriculum,Not Applicable,10,4.93036212,49.3,20230303
2022,16,Prince George's,1409,Duval High,H,All Students,Readiness for Post-Secondary Success,Credit for Well Rounded Curriculum,Not Applicable,5,2.5,74.4,20230303
2022,16,Prince George's,1409,Duval High,H,All Students,Readiness for Post-Secondary Success,On Track in Ninth Grade for Graduation,Not Applicable,5,2.68506901,53.7,20230303
2022,16,Prince George's,1411,Gaywood Elementary,E,All Students,Academic Achievement,Percent Proficient,Mathematics,5,0.34562212,6.9,20230303
2022,16,Prince George's,1411,Gaywood Elementary,E,All Students,Academic Achievement,Percent Proficient,English/Language Arts,5,1.42523364,28.5,20230303
2022,16,Prince George's,1411,Gaywood Elementary,E,All Students,Academic Achievement,Average Performance Level,Mathematics,5,2.00460829,1.6,20230303
2022,16,Prince George's,1411,Gaywood Elementary,E,All Students,Academic Achievement,Average Performance Level,English/Language Arts,5,2.59345794,2.1,20230303
2022,16,Prince George's,1411,Gaywood Elementary,E,All Students,Academic Progress,Percent Proficient,Science,5,1.23188406,24.6,20230303
2022,16,Prince George's,1411,Gaywood Elementary,E,All Students,Academic Progress,Student Growth,Mathematics,12.5,3.461,21.4,20230303
2022,16,Prince George's,1411,Gaywood Elementary,E,All Students,Academic Progress,Student Growth,English/Language Arts,12.5,4.887,33.8,20230303
2022,16,Prince George's,1411,Gaywood Elementary,E,All Students,Academic Progress,Credit for Well Rounded Curriculum,Not Applicable,5,5,100,20230303
2022,16,Prince George's,1411,Gaywood Elementary,E,All Students,Progress in Achieving English Language Proficiency,English Learners Making Progress Towards Learning English,Not Applicable,10,6.1038961,61,20230303
2022,16,Prince George's,1411,Gaywood Elementary,E,All Students,School Quality and Student Success,Students not Chronically Absent,Not Applicable,15,11.5,81.1,20230303
2022,16,Prince George's,1411,Gaywood Elementary,E,All Students,School Quality and Student Success,School Survey - Student,Not Applicable,7,4.50014487,6.4,20230303
2022,16,Prince George's,1411,Gaywood Elementary,E,All Students,School Quality and Student Success,School Survey - Educator,Not Applicable,3,2.36115852,7.9,20230303
2022,16,Prince George's,1411,Gaywood Elementary,E,All Students,School Quality and Student Success,Access to Well Rounded Curriculum,Not Applicable,10,10,100,20230303
2022,16,Prince George's,1412,High Bridge Elementary,E,All Students,Academic Achievement,Percent Proficient,Mathematics,5,0.56818182,11.4,20230303
2022,16,Prince George's,1412,High Bridge Elementary,E,All Students,Academic Achievement,Percent Proficient,English/Language Arts,5,1.98863636,39.8,20230303
2022,16,Prince George's,1412,High Bridge Elementary,E,All Students,Academic Achievement,Average Performance Level,Mathematics,5,2.14488636,1.7,20230303
2022,16,Prince George's,1412,High Bridge Elementary,E,All Students,Academic Achievement,Average Performance Level,English/Language Arts,5,2.79829545,2.2,20230303
2022,16,Prince George's,1412,High Bridge Elementary,E,All Students,Academic Progress,Percent Proficient,Science,5,0.93333333,18.7,20230303
2022,16,Prince George's,1412,High Bridge Elementary,E,All Students,Academic Progress,Student Growth,Mathematics,12.5,3.8635,24.9,20230303
2022,16,Prince George's,1412,High Bridge Elementary,E,All Students,Academic Progress,Student Growth,English/Language Arts,12.5,9.1075,70.5,20230303
2022,16,Prince George's,1412,High Bridge Elementary,E,All Students,Academic Progress,Credit for Well Rounded Curriculum,Not Applicable,5,5,100,20230303
2022,16,Prince George's,1412,High Bridge Elementary,E,All Students,Progress in Achieving English Language Proficiency,English Learners Making Progress Towards Learning English,Not Applicable,10,7.43589744,74.4,20230303
2022,16,Prince George's,1412,High Bridge Elementary,E,All Students,School Quality and Student Success,Students not Chronically Absent,Not Applicable,15,10,75.5,20230303
2022,16,Prince George's,1412,High Bridge Elementary,E,All Students,School Quality and Student Success,School Survey - Student,Not Applicable,7,4.1932122,6,20230303
2022,16,Prince George's,1412,High Bridge Elementary,E,All Students,School Quality and Student Success,School Survey - Educator,Not Applicable,3,2.47721237,8.3,20230303
2022,16,Prince George's,1412,High Bridge Elementary,E,All Students,School Quality and Student Success,Access to Well Rounded Curriculum,Not Applicable,10,10,100,20230303
2022,16,Prince George's,1414,Catherine T. Reed Elementary,E,All Students,Academic Achievement,Percent Proficient,Mathematics,5,0.51724138,10.3,20230303
2022,16,Prince George's,1414,Catherine T. Reed Elementary,E,All Students,Academic Achievement,Percent Proficient,English/Language Arts,5,1.74876847,35,20230303
2022,16,Prince George's,1414,Catherine T. Reed Elementary,E,All Students,Academic Achievement,Average Performance Level,Mathematics,5,2.19827586,1.8,20230303
2022,16,Prince George's,1414,Catherine T. Reed Elementary,E,All Students,Academic Achievement,Average Performance Level,English/Language Arts,5,2.74630542,2.2,20230303
2022,16,Prince George's,1414,Catherine T. Reed Elementary,E,All Students,Academic Progress,Percent Proficient,Science,5,1.06666667,21.3,20230303
2022,16,Prince George's,1414,Catherine T. Reed Elementary,E,All Students,Academic Progress,Student Growth,Mathematics,12.5,5.669,40.6,20230303
2022,16,Prince George's,1414,Catherine T. Reed Elementary,E,All Students,Academic Progress,Student Growth,English/Language Arts,12.5,6.9915,52.1,20230303
2022,16,Prince George's,1414,Catherine T. Reed Elementary,E,All Students,Academic Progress,Credit for Well Rounded Curriculum,Not Applicable,5,4.93333333,98.7,20230303
2022,16,Prince George's,1414,Catherine T. Reed Elementary,E,All Students,Progress in Achieving English Language Proficiency,English Learners Making Progress Towards Learning English,Not Applicable,10,8.06451613,80.6,20230303
2022,16,Prince George's,1414,Catherine T. Reed Elementary,E,All Students,School Quality and Student Success,Students not Chronically Absent,Not Applicable,15,10.5,77.2,20230303
2022,16,Prince George's,1414,Catherine T. Reed Elementary,E,All Students,School Quality and Student Success,School Survey - Student,Not Applicable,7,4.15404665,5.9,20230303
2022,16,Prince George's,1414,Catherine T. Reed Elementary,E,All Students,School Quality and Student Success,School Survey - Educator,Not Applicable,3,1.85318525,6.2,20230303
2022,16,Prince George's,1414,Catherine T. Reed Elementary,E,All Students,School Quality and Student Success,Access to Well Rounded Curriculum,Not Applicable,10,9.86666667,98.7,20230303
2022,16,Prince George's,1416,Dora Kennedy French Immersion,E,All Students,Academic Achievement,Percent Proficient,Mathematics,5,2.02830189,40.6,20230303
2022,16,Prince George's,1416,Dora Kennedy French Immersion,E,All Students,Academic Achievement,Percent Proficient,English/Language Arts,5,3.79146919,75.8,20230303
2022,16,Prince George's,1416,Dora Kennedy French Immersion,E,All Students,Academic Achievement,Average Performance Level,Mathematics,5,2.91273585,2.3,20230303
2022,16,Prince George's,1416,Dora Kennedy French Immersion,E,All Students,Academic Achievement,Average Performance Level,English/Language Arts,5,3.60189573,2.9,20230303
2022,16,Prince George's,1416,Dora Kennedy French Immersion,E,All Students,Academic Progress,Percent Proficient,Science,5,3.27868852,65.6,20230303
2022,16,Prince George's,1416,Dora Kennedy French Immersion,E,All Students,Academic Progress,Student Growth,Mathematics,12.5,10.361,81.4,20230303
2022,16,Prince George's,1416,Dora Kennedy French Immersion,E,All Students,Academic Progress,Student Growth,English/Language Arts,12.5,9.418,73.2,20230303
2022,16,Prince George's,1416,Dora Kennedy French Immersion,E,All Students,Academic Progress,Credit for Well Rounded Curriculum,Not Applicable,5,4.75409836,95.1,20230303
2022,16,Prince George's,1416,Dora Kennedy French Immersion,E,All Students,Progress in Achieving English Language Proficiency,English Learners Making Progress Towards Learning English,Not Applicable,10,9.28571429,92.9,20230303
2022,16,Prince George's,1416,Dora Kennedy French Immersion,E,All Students,School Quality and Student Success,Students not Chronically Absent,Not Applicable,15,15,93.5,20230303
2022,16,Prince George's,1416,Dora Kennedy French Immersion,E,All Students,School Quality and Student Success,School Survey - Student,Not Applicable,7,2.53729711,3.6,20230303
2022,16,Prince George's,1416,Dora Kennedy French Immersion,E,All Students,School Quality and Student Success,School Survey - Educator,Not Applicable,3,2.25661182,7.5,20230303
2022,16,Prince George's,1416,Dora Kennedy French Immersion,E,All Students,School Quality and Student Success,Access to Well Rounded Curriculum,Not Applicable,10,10,100,20230303
2022,16,Prince George's,1416,Dora Kennedy French Immersion,M,All Students,Academic Achievement,Percent Proficient,Mathematics,5,1.41666667,28.3,20230303
2022,16,Prince George's,1416,Dora Kennedy French Immersion,M,All Students,Academic Achievement,Percent Proficient,English/Language Arts,5,3.68131868,73.6,20230303
2022,16,Prince George's,1416,Dora Kennedy French Immersion,M,All Students,Academic Achievement,Average Performance Level,Mathematics,5,2.61805556,2.1,20230303
2022,16,Prince George's,1416,Dora Kennedy French Immersion,M,All Students,Academic Achievement,Average Performance Level,English/Language Arts,5,3.53021978,2.8,20230303
2022,16,Prince George's,1416,Dora Kennedy French Immersion,M,All Students,Academic Progress,Percent Proficient,Science,3.5,1.82291667,52.1,20230303
2022,16,Prince George's,1416,Dora Kennedy French Immersion,M,All Students,Academic Progress,Student Growth,Mathematics,12.5,10.43,82,20230303
2022,16,Prince George's,1416,Dora Kennedy French Immersion,M,All Students,Academic Progress,Student Growth,English/Language Arts,12.5,11.1775,88.5,20230303
2022,16,Prince George's,1416,Dora Kennedy French Immersion,M,All Students,Academic Progress,Credit for Well Rounded Curriculum,Not Applicable,3,3,100,20230303
2022,16,Prince George's,1416,Dora Kennedy French Immersion,M,All Students,School Quality and Student Success,Students not Chronically Absent,Not Applicable,15,14.5,90.8,20230303
2022,16,Prince George's,1416,Dora Kennedy French Immersion,M,All Students,School Quality and Student Success,School Survey - Student,Not Applicable,7,3.05383149,4.4,20230303
2022,16,Prince George's,1416,Dora Kennedy French Immersion,M,All Students,School Quality and Student Success,School Survey - Educator,Not Applicable,3,2.25661182,7.5,20230303
2022,16,Prince George's,1416,Dora Kennedy French Immersion,M,All Students,School Quality and Student Success,Access to Well Rounded Curriculum,Not Applicable,10,10,100,20230303
2022,16,Prince George's,1417,Robert Goddard Montessori,E,All Students,Academic Achievement,Percent Proficient,Mathematics,5,1.51639344,30.3,20230303
2022,16,Prince George's,1417,Robert Goddard Montessori,E,All Students,Academic Achievement,Percent Proficient,English/Language Arts,5,3.27868852,65.6,20230303
2022,16,Prince George's,1417,Robert Goddard Montessori,E,All Students,Academic Achievement,Average Performance Level,Mathematics,5,2.71516393,2.2,20230303
2022,16,Prince George's,1417,Robert Goddard Montessori,E,All Students,Academic Achievement,Average Performance Level,English/Language Arts,5,3.47336066,2.8,20230303
2022,16,Prince George's,1417,Robert Goddard Montessori,E,All Students,Academic Progress,Percent Proficient,Science,5,3.28947368,65.8,20230303
2022,16,Prince George's,1417,Robert Goddard Montessori,E,All Students,Academic Progress,Student Growth,Mathematics,12.5,8.268,63.2,20230303
2022,16,Prince George's,1417,Robert Goddard Montessori,E,All Students,Academic Progress,Student Growth,English/Language Arts,12.5,11.4535,90.9,20230303
2022,16,Prince George's,1417,Robert Goddard Montessori,E,All Students,Academic Progress,Credit for Well Rounded Curriculum,Not Applicable,5,5,100,20230303
2022,16,Prince George's,1417,Robert Goddard Montessori,E,All Students,School Quality and Student Success,Students not Chronically Absent,Not Applicable,15,15,93.2,20230303
2022,16,Prince George's,1417,Robert Goddard Montessori,E,All Students,School Quality and Student Success,School Survey - Student,Not Applicable,7,4.00642127,5.7,20230303
2022,16,Prince George's,1417,Robert Goddard Montessori,E,All Students,School Quality and Student Success,School Survey - Educator,Not Applicable,3,2.15159813,7.2,20230303
2022,16,Prince George's,1417,Robert Goddard Montessori,E,All Students,School Quality and Student Success,Access to Well Rounded Curriculum,Not Applicable,10,10,100,20230303
2022,16,Prince George's,1417,Robert Goddard Montessori,M,All Students,Academic Achievement,Percent Proficient,Mathematics,5,0.85106383,17,20230303
2022,16,Prince George's,1417,Robert Goddard Montessori,M,All Students,Academic Achievement,Percent Proficient,English/Language Arts,5,4.04255319,80.9,20230303
2022,16,Prince George's,1417,Robert Goddard Montessori,M,All Students,Academic Achievement,Average Performance Level,Mathematics,5,2.38031915,1.9,20230303
2022,16,Prince George's,1417,Robert Goddard Montessori,M,All Students,Academic Achievement,Average Performance Level,English/Language Arts,5,3.63031915,2.9,20230303
2022,16,Prince George's,1417,Robert Goddard Montessori,M,All Students,Academic Progress,Percent Proficient,Science,3.5,2.06818182,59.1,20230303
2022,16,Prince George's,1417,Robert Goddard Montessori,M,All Students,Academic Progress,Student Growth,Mathematics,12.5,7.9575,60.5,20230303
2022,16,Prince George's,1417,Robert Goddard Montessori,M,All Students,Academic Progress,Student Growth,English/Language Arts,12.5,12.3505,98.7,20230303
2022,16,Prince George's,1417,Robert Goddard Montessori,M,All Students,Academic Progress,Credit for Well Rounded Curriculum,Not Applicable,3,3,100,20230303
2022,16,Prince George's,1417,Robert Goddard Montessori,M,All Students,School Quality and Student Success,Students not Chronically Absent,Not Applicable,15,15,94.8,20230303
2022,16,Prince George's,1417,Robert Goddard Montessori,M,All Students,School Quality and Student Success,School Survey - Student,Not Applicable,7,2.84522815,4.1,20230303
2022,16,Prince George's,1417,Robert Goddard Montessori,M,All Students,School Quality and Student Success,School Survey - Educator,Not Applicable,3,2.15159813,7.2,20230303
2022,16,Prince George's,1417,Robert Goddard Montessori,M,All Students,School Quality and Student Success,Access to Well Rounded Curriculum,Not Applicable,10,10,100,20230303
2022,16,Prince George's,1423,Bowie High,H,All Students,Academic Achievement,Percent Proficient,Mathematics,7.5,1.17290749,15.6,20230303
2022,16,Prince George's,1423,Bowie High,H,All Students,Academic Achievement,Percent Proficient,English/Language Arts,7.5,4.3596882,58.1,20230303
2022,16,Prince George's,1423,Bowie High,H,All Students,Academic Achievement,Average Performance Level,Mathematics,7.5,3.125,1.7,20230303
2022,16,Prince George's,1423,Bowie High,H,All Students,Academic Achievement,Average Performance Level,English/Language Arts,7.5,5.01948775,2.7,20230303
2022,16,Prince George's,1423,Bowie High,H,All Students,Graduation Rate,Four-year Adjusted Cohort Graduation Rate,Not Applicable,10,9.16792738,91.7,20230303
2022,16,Prince George's,1423,Bowie High,H,All Students,Graduation Rate,Five-year Adjusted Cohort Graduation Rate,Not Applicable,5,4.63046757,92.6,20230303
2022,16,Prince George's,1423,Bowie High,H,All Students,Progress in Achieving English Language Proficiency,English Learners Making Progress Towards Learning English,Not Applicable,10,2.3655914,23.7,20230303
2022,16,Prince George's,1423,Bowie High,H,All Students,School Quality and Student Success,Students not Chronically Absent,Not Applicable,15,8.5,69.6,20230303
2022,16,Prince George's,1423,Bowie High,H,All Students,School Quality and Student Success,School Survey - Student,Not Applicable,7,1.90378269,2.7,20230303
2022,16,Prince George's,1423,Bowie High,H,All Students,School Quality and Student Success,School Survey - Educator,Not Applicable,3,1.4355972,4.8,20230303
2022,16,Prince George's,1423,Bowie High,H,All Students,School Quality and Student Success,Access to Well Rounded Curriculum,Not Applicable,10,5.82191781,58.2,20230303
2022,16,Prince George's,1423,Bowie High,H,All Students,Readiness for Post-Secondary Success,Credit for Well Rounded Curriculum,Not Applicable,5,3,75.5,20230303
2022,16,Prince George's,1423,Bowie High,H,All Students,Readiness for Post-Secondary Success,On Track in Ninth Grade for Graduation,Not Applicable,5,3.69701727,73.9,20230303
2022,16,Prince George's,1424,Montpelier Elementary,E,All Students,Academic Achievement,Percent Proficient,Mathematics,5,0.58441558,11.7,20230303
2022,16,Prince George's,1424,Montpelier Elementary,E,All Students,Academic Achievement,Percent Proficient,English/Language Arts,5,1.68831169,33.8,20230303
2022,16,Prince George's,1424,Montpelier Elementary,E,All Students,Academic Achievement,Average Performance Level,Mathematics,5,2.21320346,1.8,20230303
2022,16,Prince George's,1424,Montpelier Elementary,E,All Students,Academic Achievement,Average Performance Level,English/Language Arts,5,2.8517316,2.3,20230303
2022,16,Prince George's,1424,Montpelier Elementary,E,All Students,Academic Progress,Percent Proficient,Science,5,1.01351351,20.3,20230303
2022,16,Prince George's,1424,Montpelier Elementary,E,All Students,Academic Progress,Student Growth,Mathematics,12.5,4.726,32.4,20230303
2022,16,Prince George's,1424,Montpelier Elementary,E,All Students,Academic Progress,Student Growth,English/Language Arts,12.5,7.2905,54.7,20230303
2022,16,Prince George's,1424,Montpelier Elementary,E,All Students,Academic Progress,Credit for Well Rounded Curriculum,Not Applicable,5,5,100,20230303
2022,16,Prince George's,1424,Montpelier Elementary,E,All Students,Progress in Achieving English Language Proficiency,English Learners Making Progress Towards Learning English,Not Applicable,10,8.11320755,81.1,20230303
2022,16,Prince George's,1424,Montpelier Elementary,E,All Students,School Quality and Student Success,Students not Chronically Absent,Not Applicable,15,9,72.1,20230303
2022,16,Prince George's,1424,Montpelier Elementary,E,All Students,School Quality and Student Success,School Survey - Student,Not Applicable,7,4.95477629,7.1,20230303
2022,16,Prince George's,1424,Montpelier Elementary,E,All Students,School Quality and Student Success,School Survey - Educator,Not Applicable,3,2.56935244,8.6,20230303
2022,16,Prince George's,1424,Montpelier Elementary,E,All Students,School Quality and Student Success,Access to Well Rounded Curriculum,Not Applicable,10,10,100,20230303
2022,16,Prince George's,1427,Yorktown Elementary,E,All Students,Academic Achievement,Percent Proficient,Mathematics,5,1.01694915,20.3,20230303
2022,16,Prince George's,1427,Yorktown Elementary,E,All Students,Academic Achievement,Percent Proficient,English/Language Arts,5,3.33333333,66.7,20230303
2022,16,Prince George's,1427,Yorktown Elementary,E,All Students,Academic Achievement,Average Performance Level,Mathematics,5,2.56355932,2.1,20230303
2022,16,Prince George's,1427,Yorktown Elementary,E,All Students,Academic Achievement,Average Performance Level,English/Language Arts,5,3.36158192,2.7,20230303
2022,16,Prince George's,1427,Yorktown Elementary,E,All Students,Academic Progress,Percent Proficient,Science,5,2.78571429,55.7,20230303
2022,16,Prince George's,1427,Yorktown Elementary,E,All Students,Academic Progress,Student Growth,Mathematics,12.5,8.521,65.4,20230303
2022,16,Prince George's,1427,Yorktown Elementary,E,All Students,Academic Progress,Student Growth,English/Language Arts,12.5,12.1435,96.9,20230303
2022,16,Prince George's,1427,Yorktown Elementary,E,All Students,Academic Progress,Credit for Well Rounded Curriculum,Not Applicable,5,5,100,20230303
2022,16,Prince George's,1427,Yorktown Elementary,E,All Students,Progress in Achieving English Language Proficiency,English Learners Making Progress Towards Learning English,Not Applicable,10,9.23076923,92.3,20230303
2022,16,Prince George's,1427,Yorktown Elementary,E,All Students,School Quality and Student Success,Students not Chronically Absent,Not Applicable,15,14.5,91.3,20230303
2022,16,Prince George's,1427,Yorktown Elementary,E,All Students,School Quality and Student Success,School Survey - Student,Not Applicable,7,5.59001818,8,20230303
2022,16,Prince George's,1427,Yorktown Elementary,E,All Students,School Quality and Student Success,School Survey - Educator,Not Applicable,3,2.46970081,8.2,20230303
2022,16,Prince George's,1427,Yorktown Elementary,E,All Students,School Quality and Student Success,Access to Well Rounded Curriculum,Not Applicable,10,10,100,20230303
2022,16,Prince George's,1428,Samuel Ogle Middle,M,All Students,Academic Achievement,Percent Proficient,Mathematics,5,0.80779944,16.2,20230303
2022,16,Prince George's,1428,Samuel Ogle Middle,M,All Students,Academic Achievement,Percent Proficient,English/Language Arts,5,3.44011142,68.8,20230303
2022,16,Prince George's,1428,Samuel Ogle Middle,M,All Students,Academic Achievement,Average Performance Level,Mathematics,5,2.26497214,1.8,20230303
2022,16,Prince George's,1428,Samuel Ogle Middle,M,All Students,Academic Achievement,Average Performance Level,English/Language Arts,5,3.49930362,2.8,20230303
2022,16,Prince George's,1428,Samuel Ogle Middle,M,All Students,Academic Progress,Percent Proficient,Science,3.5,1.53947368,44,20230303
2022,16,Prince George's,1428,Samuel Ogle Middle,M,All Students,Academic Progress,Student Growth,Mathematics,12.5,10.085,79,20230303
2022,16,Prince George's,1428,Samuel Ogle Middle,M,All Students,Academic Progress,Student Growth,English/Language Arts,12.5,12.4195,99.3,20230303
2022,16,Prince George's,1428,Samuel Ogle Middle,M,All Students,Academic Progress,Credit for Well Rounded Curriculum,Not Applicable,3,2.64179104,88.1,20230303
2022,16,Prince George's,1428,Samuel Ogle Middle,M,All Students,Progress in Achieving English Language Proficiency,English Learners Making Progress Towards Learning English,Not Applicable,10,1.9047619,19,20230303
2022,16,Prince George's,1428,Samuel Ogle Middle,M,All Students,School Quality and Student Success,Students not Chronically Absent,Not Applicable,15,14,89.2,20230303
2022,16,Prince George's,1428,Samuel Ogle Middle,M,All Students,School Quality and Student Success,School Survey - Student,Not Applicable,7,2.13056618,3,20230303
2022,16,Prince George's,1428,Samuel Ogle Middle,M,All Students,School Quality and Student Success,School Survey - Educator,Not Applicable,3,1.66501774,5.6,20230303
2022,16,Prince George's,1428,Samuel Ogle Middle,M,All Students,School Quality and Student Success,Access to Well Rounded Curriculum,Not Applicable,10,9.81343284,98.1,20230303
2022,16,Prince George's,1432,Rockledge Elementary,E,All Students,Academic Achievement,Percent Proficient,Mathematics,5,0.40816327,8.2,20230303
2022,16,Prince George's,1432,Rockledge Elementary,E,All Students,Academic Achievement,Percent Proficient,English/Language Arts,5,1.80272109,36.1,20230303
2022,16,Prince George's,1432,Rockledge Elementary,E,All Students,Academic Achievement,Average Performance Level,Mathematics,5,1.98129252,1.6,20230303
2022,16,Prince George's,1432,Rockledge Elementary,E,All Students,Academic Achievement,Average Performance Level,English/Language Arts,5,2.76360544,2.2,20230303
2022,16,Prince George's,1432,Rockledge Elementary,E,All Students,Academic Progress,Percent Proficient,Science,5,1.50943396,30.2,20230303
2022,16,Prince George's,1432,Rockledge Elementary,E,All Students,Academic Progress,Student Growth,Mathematics,12.5,3.139,18.6,20230303
2022,16,Prince George's,1432,Rockledge Elementary,E,All Students,Academic Progress,Student Growth,English/Language Arts,12.5,5.7265,41.1,20230303
2022,16,Prince George's,1432,Rockledge Elementary,E,All Students,Academic Progress,Credit for Well Rounded Curriculum,Not Applicable,5,5,100,20230303
2022,16,Prince George's,1432,Rockledge Elementary,E,All Students,Progress in Achieving English Language Proficiency,English Learners Making Progress Towards Learning English,Not Applicable,10,6.36363636,63.6,20230303
2022,16,Prince George's,1432,Rockledge Elementary,E,All Students,School Quality and Student Success,Students not Chronically Absent,Not Applicable,15,11,78.8,20230303
